N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
1.468000E+12 5.623E+16 320 2.400E-4 1.319037265E+00 1.323752654E+00 1.268028901E+00 1.268163998E+00
2.154000E+12 5.623E+16 320 2.400E-4 1.325838556E+00 1.326005519E+00 1.269709925E+00 1.269757223E+00
3.162000E+12 5.623E+16 320 2.400E-4 1.333665712E+00 1.333776511E+00 1.272577335E+00 1.273291254E+00
4.642000E+12 5.623E+16 320 2.400E-4 1.334520149E+00 1.334590012E+00 1.281991186E+00 1.282009725E+00
6.813000E+12 5.623E+16 320 2.400E-4 1.335222638E+00 1.335264344E+00 1.251920155E+00 1.252004115E+00
1.000000E+13 5.623E+16 320 2.400E-4 1.347486581E+00 1.347509873E+00 1.289193563E+00 1.289183232E+00
1.000000E+10 5.623E+16 325 2.400E-4 1.250583476E+00 1.309960350E+00 1.126637454E+00 1.226721398E+00
1.468000E+10 5.623E+16 325 2.400E-4 1.266965118E+00 1.310065941E+00 1.149037949E+00 1.227806130E+00
2.154000E+10 5.623E+16 325 2.400E-4 1.279551189E+00 1.310218226E+00 1.172846305E+00 1.229312542E+00
3.162000E+10 5.623E+16 325 2.400E-4 1.288967181E+00 1.310436441E+00 1.190961505E+00 1.231357928E+00
4.642000E+10 5.623E+16 325 2.400E-4 1.295916250E+00 1.310745669E+00 1.202517093E+00 1.234050822E+00
6.813000E+10 5.623E+16 325 2.400E-4 1.301054167E+00 1.311177342E+00 1.220309032E+00 1.237457262E+00
1.000000E+11 5.623E+16 325 2.400E-4 1.304933163E+00 1.311767199E+00 1.228425141E+00 1.241558944E+00
1.468000E+11 5.623E+16 325 2.400E-4 1.307989023E+00 1.312550702E+00 1.236272681E+00 1.246220942E+00
2.154000E+11 5.623E+16 325 2.400E-4 1.310544241E+00 1.313553121E+00 1.242637380E+00 1.250550611E+00
3.162000E+11 5.623E+16 325 2.400E-4 1.312816324E+00 1.314776595E+00 1.252706996E+00 1.258321969E+00
4.642000E+11 5.623E+16 325 2.400E-4 1.314926329E+00 1.316188130E+00 1.260487482E+00 1.263560059E+00
6.813000E+11 5.623E+16 325 2.400E-4 1.316913426E+00 1.317717449E+00 1.264765444E+00 1.266392634E+00
1.000000E+12 5.623E+16 325 2.400E-4 1.318956267E+00 1.319443901E+00 1.269696831E+00 1.270057915E+00
1.468000E+12 5.623E+16 325 2.400E-4 1.320760927E+00 1.321070691E+00 1.272678031E+00 1.272874458E+00
2.154000E+12 5.623E+16 325 2.400E-4 1.322324192E+00 1.323161880E+00 1.275044462E+00 1.275151228E+00
3.162000E+12 5.623E+16 325 2.400E-4 1.334067705E+00 1.334204340E+00 1.277493040E+00 1.277546334E+00
4.642000E+12 5.623E+16 325 2.400E-4 1.341787275E+00 1.341876921E+00 1.279455920E+00 1.279362348E+00
6.813000E+12 5.623E+16 325 2.400E-4 1.342796336E+00 1.342852331E+00 1.244155522E+00 1.244126512E+00
1.000000E+13 5.623E+16 325 2.400E-4 1.343635309E+00 1.343667211E+00 1.288456997E+00 1.288503904E+00
1.000000E+10 5.623E+16 330 2.400E-4 1.243519621E+00 1.313208468E+00 1.177429631E+00 1.222283007E+00
1.468000E+10 5.623E+16 330 2.400E-4 1.262167362E+00 1.313341236E+00 1.195669053E+00 1.223479826E+00
2.154000E+10 5.623E+16 330 2.400E-4 1.276790307E+00 1.313532973E+00 1.207238702E+00 1.225148850E+00
3.162000E+10 5.623E+16 330 2.400E-4 1.287906655E+00 1.313807796E+00 1.211337641E+00 1.227427506E+00
4.642000E+10 5.623E+16 330 2.400E-4 1.296213172E+00 1.314197451E+00 1.219352602E+00 1.230449555E+00
6.813000E+10 5.623E+16 330 2.400E-4 1.302416206E+00 1.017392636E+00 1.226752067E+00 1.234309629E+00
1.000000E+11 5.623E+16 330 2.400E-4 1.307139798E+00 1.315486269E+00 1.233922689E+00 1.239012429E+00
1.468000E+11 5.623E+16 330 2.400E-4 1.310891266E+00 1.316476474E+00 1.241037085E+00 1.244430721E+00
2.154000E+11 5.623E+16 330 2.400E-4 1.314053892E+00 1.317745702E+00 1.248055711E+00 1.250300452E+00
3.162000E+11 5.623E+16 330 2.400E-4 1.316888833E+00 1.319298391E+00 1.256854993E+00 1.258506419E+00
4.642000E+11 5.623E+16 330 2.400E-4 1.319541827E+00 1.321095185E+00 1.262538901E+00 1.265224024E+00
6.813000E+11 5.623E+16 330 2.400E-4 1.322057843E+00 1.323048657E+00 1.266354926E+00 1.268044474E+00
1.000000E+12 5.623E+16 330 2.400E-4 1.324619045E+00 1.325236586E+00 1.272361290E+00 1.272863320E+00
1.468000E+12 5.623E+16 330 2.400E-4 1.326895573E+00 1.327282596E+00 1.276348735E+00 1.276619504E+00
2.154000E+12 5.623E+16 330 2.400E-4 1.328714249E+00 1.328957480E+00 1.279654437E+00 1.279807785E+00
3.162000E+12 5.623E+16 330 2.400E-4 1.330102189E+00 1.330262714E+00 1.282769022E+00 1.282858035E+00
4.642000E+12 5.623E+16 330 2.400E-4 1.341930154E+00 1.342039059E+00 1.285179905E+00 1.285005030E+00
6.813000E+12 5.623E+16 330 2.400E-4 1.346011653E+00 1.347965891E+00 1.266305229E+00 1.266390291E+00
1.000000E+13 5.623E+16 330 2.400E-4 1.350982610E+00 1.351027750E+00 1.284721605E+00 1.284951278E+00
1.000000E+10 5.623E+16 335 2.400E-4 1.232362797E+00 1.315330942E+00 1.166496773E+00 1.218394405E+00
1.468000E+10 5.623E+16 335 2.400E-4 1.254921151E+00 1.315496833E+00 1.182322651E+00 1.219641079E+00
2.154000E+10 5.623E+16 335 2.400E-4 1.271913705E+00 1.315736153E+00 1.196208675E+00 1.221388511E+00
3.162000E+10 5.623E+16 335 2.400E-4 1.284937255E+00 1.316079402E+00 1.209954101E+00 1.223790672E+00
4.642000E+10 5.623E+16 335 2.400E-4 1.294807184E+00 1.316566158E+00 1.214301120E+00 1.227005374E+00
6.813000E+10 5.623E+16 335 2.400E-4 1.302260326E+00 1.317246392E+00 1.222310003E+00 1.231159287E+00
1.000000E+11 5.623E+16 335 2.400E-4 1.307988338E+00 1.318177626E+00 1.230287262E+00 1.236295035E+00
1.468000E+11 5.623E+16 335 2.400E-4 1.312574616E+00 1.319417354E+00 1.238274502E+00 1.242313364E+00
2.154000E+11 5.623E+16 335 2.400E-4 1.316470427E+00 1.321008667E+00 1.246262532E+00 1.248955311E+00
3.162000E+11 5.623E+16 335 2.400E-4 1.319987540E+00 1.322959384E+00 1.255161268E+00 1.258377866E+00
4.642000E+11 5.623E+16 335 2.400E-4 1.323300462E+00 1.325222603E+00 1.261089909E+00 1.264939935E+00
6.813000E+11 5.623E+16 335 2.400E-4 1.326461288E+00 1.327691246E+00 1.267123432E+00 1.269804360E+00
1.000000E+12 5.623E+16 335 2.400E-4 1.329437108E+00 1.330210343E+00 1.274247551E+00 1.275257291E+00
1.468000E+12 5.623E+16 335 2.400E-4 1.332597789E+00 1.333082691E+00 1.279538708E+00 1.280022170E+00
2.154000E+12 5.623E+16 335 2.400E-4 1.334842596E+00 1.335152260E+00 1.283698407E+00 1.283924391E+00
3.162000E+12 5.623E+16 335 2.400E-4 1.336794614E+00 1.336993780E+00 1.287235705E+00 1.287307584E+00
4.642000E+12 5.623E+16 335 2.400E-4 1.338784890E+00 1.338912691E+00 1.290079611E+00 1.290420389E+00
6.813000E+12 5.623E+16 335 2.400E-4 1.346388165E+00 1.348106947E+00 1.292414025E+00 1.292070681E+00
1.000000E+13 5.623E+16 335 2.400E-4 1.351522094E+00 1.351579063E+00 1.289229310E+00 1.289284187E+00
1.000000E+10 5.623E+16 340 2.400E-4 1.217439450E+00 1.315684415E+00 1.154819098E+00 1.217548738E+00
1.468000E+10 5.623E+16 340 2.400E-4 1.241346194E+00 1.315890019E+00 1.170501058E+00 1.219089993E+00
2.154000E+10 5.623E+16 340 2.400E-4 1.260951457E+00 1.316186783E+00 1.185838850E+00 1.219277206E+00
3.162000E+10 5.623E+16 340 2.400E-4 1.279860557E+00 1.316612292E+00 1.197179172E+00 1.219547447E+00
4.642000E+10 5.623E+16 340 2.400E-4 1.291359447E+00 1.317215848E+00 1.209183589E+00 1.222415728E+00
6.813000E+10 5.623E+16 340 2.400E-4 1.300152887E+00 1.318059466E+00 1.219210718E+00 1.226812323E+00
1.000000E+11 5.623E+16 340 2.400E-4 1.306983668E+00 1.319214677E+00 1.225303434E+00 1.232322829E+00
1.468000E+11 5.623E+16 340 2.400E-4 1.312506015E+00 1.320753436E+00 1.234125258E+00 1.238887369E+00
2.154000E+11 5.623E+16 340 2.400E-4 1.317239155E+00 1.322730405E+00 1.243061666E+00 1.246266296E+00
3.162000E+11 5.623E+16 340 2.400E-4 1.321547262E+00 1.325157258E+00 1.253221182E+00 1.254908481E+00
4.642000E+11 5.623E+16 340 2.400E-4 1.325634393E+00 1.327978596E+00 1.261179858E+00 1.262218649E+00
6.813000E+11 5.623E+16 340 2.400E-4 1.329558615E+00 1.331064576E+00 1.269495890E+00 1.269937783E+00
1.000000E+12 5.623E+16 340 2.400E-4 1.333342032E+00 1.334296356E+00 1.275657102E+00 1.276192338E+00
1.468000E+12 5.623E+16 340 2.400E-4 1.336970482E+00 1.337576887E+00 1.281661672E+00 1.282082743E+00
2.154000E+12 5.623E+16 340 2.400E-4 1.339890572E+00 1.340277225E+00 1.286804470E+00 1.287083077E+00
3.162000E+12 5.623E+16 340 2.400E-4 1.342620373E+00 1.342860913E+00 1.291261323E+00 1.291444320E+00
4.642000E+12 5.623E+16 340 2.400E-4 1.345073150E+00 1.345230580E+00 1.294798413E+00 1.295280143E+00
6.813000E+12 5.623E+16 340 2.400E-4 1.346858102E+00 1.346961224E+00 1.298521048E+00 1.298130403E+00
1.000000E+13 5.623E+16 340 2.400E-4 1.349922027E+00 1.351242346E+00 1.246723422E+00 1.246789827E+00
1.000000E+10 3.162E+16 290 2.400E-4 1.242084652E+00 1.267548425E+00 1.199822801E+00 1.212735421E+00
1.468000E+10 3.162E+16 290 2.400E-4 1.244281158E+00 1.267568238E+00 1.201954637E+00 1.213712020E+00
2.154000E+10 3.162E+16 290 2.400E-4 1.257080533E+00 1.267596694E+00 1.203736247E+00 1.215123844E+00
3.162000E+10 3.162E+16 290 2.400E-4 1.258419923E+00 1.267637376E+00 1.208354996E+00 1.217151235E+00
4.642000E+10 3.162E+16 290 2.400E-4 1.259768710E+00 1.267694952E+00 1.213237808E+00 1.219123227E+00
6.813000E+10 3.162E+16 290 2.400E-4 1.266625687E+00 1.267775239E+00 1.218778674E+00 1.219811679E+00
1.000000E+11 3.162E+16 290 2.400E-4 1.267116325E+00 1.271012249E+00 1.220043083E+00 1.220631002E+00
1.468000E+11 3.162E+16 290 2.400E-4 1.267520499E+00 1.277363665E+00 1.221168646E+00 1.221549054E+00
2.154000E+11 3.162E+16 290 2.400E-4 1.270582650E+00 1.280746217E+00 1.222268181E+00 1.222512905E+00
3.162000E+11 3.162E+16 290 2.400E-4 1.280755238E+00 1.280995649E+00 1.223572958E+00 1.223686789E+00
4.642000E+11 3.162E+16 290 2.400E-4 1.282793022E+00 1.286764760E+00 1.232086013E+00 1.232329850E+00
6.813000E+11 3.162E+16 290 2.400E-4 1.286988670E+00 1.287094094E+00 1.232951209E+00 1.233089667E+00
1.000000E+12 3.162E+16 290 2.400E-4 1.287362599E+00 1.287429448E+00 1.236858828E+00 1.238326445E+00
1.468000E+12 3.162E+16 290 2.400E-4 1.300698272E+00 1.300744886E+00 1.248019186E+00 1.249077343E+00
2.154000E+12 3.162E+16 290 2.400E-4 1.301063799E+00 1.301093818E+00 1.254030767E+00 1.254046410E+00
3.162000E+12 3.162E+16 290 2.400E-4 1.301350338E+00 1.301369675E+00 1.254513341E+00 1.254517036E+00
4.642000E+12 3.162E+16 290 2.400E-4 1.314669824E+00 1.314683716E+00 1.261123882E+00 1.261966128E+00
6.813000E+12 3.162E+16 290 2.400E-4 1.324371705E+00 1.324380856E+00 1.258954926E+00 1.258965110E+00
1.000000E+13 3.162E+16 290 2.400E-4 1.330067263E+00 1.330073658E+00 1.265341504E+00 1.265355300E+00
1.000000E+10 3.162E+16 295 2.400E-4 1.247444348E+00 1.275004667E+00 1.203243626E+00 1.211245299E+00
1.468000E+10 3.162E+16 295 2.400E-4 1.250363226E+00 1.275031425E+00 1.206015243E+00 1.211485530E+00
2.154000E+10 3.162E+16 295 2.400E-4 1.252411110E+00 1.275069962E+00 1.208109713E+00 1.211819425E+00
3.162000E+10 3.162E+16 295 2.400E-4 1.256196336E+00 1.275125127E+00 1.209777832E+00 1.212273296E+00
4.642000E+10 3.162E+16 295 2.400E-4 1.266239043E+00 1.275203301E+00 1.211207514E+00 1.214167128E+00
6.813000E+10 3.162E+16 295 2.400E-4 1.267061282E+00 1.275312429E+00 1.212776709E+00 1.217326140E+00
1.000000E+11 3.162E+16 295 2.400E-4 1.267694067E+00 1.275461606E+00 1.218107156E+00 1.221714742E+00
1.468000E+11 3.162E+16 295 2.400E-4 1.274973582E+00 1.275659836E+00 1.224757637E+00 1.227398709E+00
2.154000E+11 3.162E+16 295 2.400E-4 1.275462147E+00 1.275913547E+00 1.228291749E+00 1.228623664E+00
3.162000E+11 3.162E+16 295 2.400E-4 1.275929281E+00 1.276223238E+00 1.229860385E+00 1.230063060E+00
4.642000E+11 3.162E+16 295 2.400E-4 1.276390874E+00 1.278491529E+00 1.231061836E+00 1.231389191E+00
6.813000E+11 3.162E+16 295 2.400E-4 1.289225750E+00 1.289359127E+00 1.233977470E+00 1.235475038E+00
1.000000E+12 3.162E+16 295 2.400E-4 1.291331264E+00 1.295228162E+00 1.240885597E+00 1.240956190E+00
1.468000E+12 3.162E+16 295 2.400E-4 1.295631932E+00 1.295688855E+00 1.241715401E+00 1.241753860E+00
2.154000E+12 3.162E+16 295 2.400E-4 1.296097363E+00 1.296134443E+00 1.255318810E+00 1.255495994E+00
3.162000E+12 3.162E+16 295 2.400E-4 1.309248684E+00 1.309274941E+00 1.261851310E+00 1.261858126E+00
4.642000E+12 3.162E+16 295 2.400E-4 1.309573690E+00 1.309590574E+00 1.262387007E+00 1.262346492E+00
6.813000E+12 3.162E+16 295 2.400E-4 1.309831704E+00 1.309841560E+00 1.258556526E+00 1.259262256E+00
1.000000E+13 3.162E+16 295 2.400E-4 1.326470192E+00 1.327346503E+00 1.269836036E+00 1.269846588E+00
1.000000E+10 3.162E+16 300 2.400E-4 1.251801950E+00 1.275291873E+00 1.205110588E+00 1.215470467E+00
1.468000E+10 3.162E+16 300 2.400E-4 1.255617615E+00 1.275326176E+00 1.208651738E+00 1.215765760E+00
2.154000E+10 3.162E+16 300 2.400E-4 1.258311120E+00 1.275375659E+00 1.211335076E+00 1.216177626E+00
3.162000E+10 3.162E+16 300 2.400E-4 1.260213423E+00 1.275446556E+00 1.213471290E+00 1.216739894E+00
4.642000E+10 3.162E+16 300 2.400E-4 1.261572448E+00 1.275547072E+00 1.215298554E+00 1.217485702E+00
6.813000E+10 3.162E+16 300 2.400E-4 1.264282558E+00 1.275687519E+00 1.216987998E+00 1.218438148E+00
1.000000E+11 3.162E+16 300 2.400E-4 1.274396813E+00 1.275879729E+00 1.218645218E+00 1.219597648E+00
1.468000E+11 3.162E+16 300 2.400E-4 1.275261288E+00 1.276135491E+00 1.220311103E+00 1.220931145E+00
2.154000E+11 3.162E+16 300 2.400E-4 1.275887955E+00 1.277784463E+00 1.224481611E+00 1.226477846E+00
3.162000E+11 3.162E+16 300 2.400E-4 1.278106524E+00 1.283621639E+00 1.233003906E+00 1.234710697E+00
4.642000E+11 3.162E+16 300 2.400E-4 1.283853354E+00 1.284105871E+00 1.237150686E+00 1.237549681E+00
6.813000E+11 3.162E+16 300 2.400E-4 1.284469929E+00 1.284631586E+00 1.238649378E+00 1.238876857E+00
1.000000E+12 3.162E+16 300 2.400E-4 1.285077674E+00 1.285180013E+00 1.239803701E+00 1.239889754E+00
1.468000E+12 3.162E+16 300 2.400E-4 1.297893530E+00 1.297965146E+00 1.248642220E+00 1.248694594E+00
2.154000E+12 3.162E+16 300 2.400E-4 1.303856211E+00 1.303904822E+00 1.249578218E+00 1.249605483E+00
3.162000E+12 3.162E+16 300 2.400E-4 1.304293933E+00 1.304325673E+00 1.251459992E+00 1.252251265E+00
4.642000E+12 3.162E+16 300 2.400E-4 1.309096656E+00 1.311106936E+00 1.263854159E+00 1.264447086E+00
6.813000E+12 3.162E+16 300 2.400E-4 1.317675433E+00 1.317688428E+00 1.256129731E+00 1.256133872E+00
1.000000E+13 3.162E+16 300 2.400E-4 1.317967749E+00 1.317973330E+00 1.263536740E+00 1.263552807E+00
1.000000E+10 3.162E+16 305 2.400E-4 1.254960214E+00 1.270796607E+00 1.315546068E+00 1.219314470E+00
1.468000E+10 3.162E+16 305 2.400E-4 1.259864714E+00 1.270838268E+00 1.210516263E+00 1.219653028E+00
2.154000E+10 3.162E+16 305 2.400E-4 1.263352512E+00 1.270898411E+00 1.213879929E+00 1.220127253E+00
3.162000E+10 3.162E+16 305 2.400E-4 1.265829114E+00 1.270984598E+00 1.216544560E+00 1.220778729E+00
4.642000E+10 3.162E+16 305 2.400E-4 1.267605630E+00 1.271106900E+00 1.218805133E+00 1.221649817E+00
6.813000E+10 3.162E+16 305 2.400E-4 1.268914712E+00 1.273081247E+00 1.220880029E+00 1.222773921E+00
1.000000E+11 3.162E+16 305 2.400E-4 1.269928111E+00 1.276017649E+00 1.222911016E+00 1.224160227E+00
1.468000E+11 3.162E+16 305 2.400E-4 1.270770965E+00 1.280207300E+00 1.224962318E+00 1.225778872E+00
2.154000E+11 3.162E+16 305 2.400E-4 1.276035887E+00 1.283328373E+00 1.227025110E+00 1.227554949E+00
3.162000E+11 3.162E+16 305 2.400E-4 1.283370923E+00 1.283864398E+00 1.229299018E+00 1.229609699E+00
4.642000E+11 3.162E+16 305 2.400E-4 1.284167284E+00 1.284486007E+00 1.234969314E+00 1.236251729E+00
6.813000E+11 3.162E+16 305 2.400E-4 1.285741237E+00 1.290381722E+00 1.244734884E+00 1.245052654E+00
1.000000E+12 3.162E+16 305 2.400E-4 1.292480990E+00 1.292616440E+00 1.245979745E+00 1.246132648E+00
1.468000E+12 3.162E+16 305 2.400E-4 1.293304888E+00 1.293390444E+00 1.247542631E+00 1.247609617E+00
2.154000E+12 3.162E+16 305 2.400E-4 1.296178534E+00 1.298772574E+00 1.252800544E+00 1.253574747E+00
3.162000E+12 3.162E+16 305 2.400E-4 1.306613755E+00 1.306652555E+00 1.257460471E+00 1.257466498E+00
4.642000E+12 3.162E+16 305 2.400E-4 1.312479866E+00 1.312506456E+00 1.258229492E+00 1.258226417E+00
6.813000E+12 3.162E+16 305 2.400E-4 1.312898969E+00 1.312914391E+00 1.265736956E+00 1.266214567E+00
1.000000E+13 3.162E+16 305 2.400E-4 1.325642019E+00 1.325650046E+00 1.267203689E+00 1.267219111E+00
1.000000E+10 3.162E+16 310 2.400E-4 1.256701875E+00 1.276925398E+00 1.205691488E+00 1.222290101E+00
1.468000E+10 3.162E+16 310 2.400E-4 1.262894129E+00 1.276980102E+00 1.211145583E+00 1.222673161E+00
2.154000E+10 3.162E+16 310 2.400E-4 1.267336751E+00 1.277059091E+00 1.215290686E+00 1.223211923E+00
3.162000E+10 3.162E+16 310 2.400E-4 1.270511780E+00 1.277172363E+00 1.218563811E+00 1.223956186E+00
4.642000E+10 3.162E+16 310 2.400E-4 1.272800533E+00 1.277333175E+00 1.221320508E+00 1.224958753E+00
6.813000E+10 3.162E+16 310 2.400E-4 1.274493928E+00 1.277558172E+00 1.223832594E+00 1.226265501E+00
1.000000E+11 3.162E+16 310 2.400E-4 1.275809935E+00 1.277866718E+00 1.226284991E+00 1.227896921E+00
1.468000E+11 3.162E+16 310 2.400E-4 1.276908993E+00 1.278278292E+00 1.228771315E+00 1.229829787E+00
2.154000E+11 3.162E+16 310 2.400E-4 1.277904586E+00 1.278807826E+00 1.231295873E+00 1.231985540E+00
3.162000E+11 3.162E+16 310 2.400E-4 1.278868619E+00 1.279458404E+00 1.233791807E+00 1.234238791E+00
4.642000E+11 3.162E+16 310 2.400E-4 1.280411190E+00 1.285453202E+00 1.237102914E+00 1.237164637E+00
6.813000E+11 3.162E+16 310 2.400E-4 1.291736479E+00 1.292002418E+00 1.239149220E+00 1.239516903E+00
1.000000E+12 3.162E+16 310 2.400E-4 1.292677839E+00 1.292849384E+00 1.248351861E+00 1.249233069E+00
1.468000E+12 3.162E+16 310 2.400E-4 1.300527688E+00 1.300639155E+00 1.253766028E+00 1.253856087E+00
2.154000E+12 3.162E+16 310 2.400E-4 1.301424127E+00 1.301496319E+00 1.255145754E+00 1.255199044E+00
3.162000E+12 3.162E+16 310 2.400E-4 1.302163433E+00 1.302209730E+00 1.256368472E+00 1.256456786E+00
4.642000E+12 3.162E+16 310 2.400E-4 1.314618962E+00 1.314651735E+00 1.265130344E+00 1.265164007E+00
6.813000E+12 3.162E+16 310 2.400E-4 1.320426935E+00 1.320448501E+00 1.265619505E+00 1.265732511E+00
1.000000E+13 3.162E+16 310 2.400E-4 1.320922231E+00 1.320932711E+00 1.261337465E+00 1.261358181E+00
1.000000E+10 3.162E+16 315 2.400E-4 1.256901572E+00 1.282307143E+00 1.203218098E+00 1.223482188E+00
1.468000E+10 3.162E+16 315 2.400E-4 1.264575971E+00 1.282378200E+00 1.209766631E+00 1.223931045E+00
2.154000E+10 3.162E+16 315 2.400E-4 1.270139282E+00 1.282480821E+00 1.214779494E+00 1.224564142E+00
3.162000E+10 3.162E+16 315 2.400E-4 1.274145729E+00 1.282628056E+00 1.218750411E+00 1.225442059E+00
4.642000E+10 3.162E+16 315 2.400E-4 1.277050725E+00 1.282837192E+00 1.222096226E+00 1.226630784E+00
6.813000E+10 3.162E+16 315 2.400E-4 1.279210605E+00 1.283129952E+00 1.225144854E+00 1.228190530E+00
1.000000E+11 3.162E+16 315 2.400E-4 1.280896708E+00 1.283531751E+00 1.228127565E+00 1.230154964E+00
1.468000E+11 3.162E+16 315 2.400E-4 1.282311326E+00 1.284068338E+00 1.231168944E+00 1.232506730E+00
2.154000E+11 3.162E+16 315 2.400E-4 1.283599051E+00 1.284759758E+00 1.234284912E+00 1.235160755E+00
3.162000E+11 3.162E+16 315 2.400E-4 1.284851912E+00 1.285610992E+00 1.237399356E+00 1.237969589E+00
4.642000E+11 3.162E+16 315 2.400E-4 1.286111485E+00 1.286602997E+00 1.016610604E+00 1.241644473E+00
6.813000E+11 3.162E+16 315 2.400E-4 1.287373706E+00 1.287689263E+00 1.244246706E+00 1.244694423E+00
1.000000E+12 3.162E+16 315 2.400E-4 1.290805853E+00 1.293609670E+00 1.246291932E+00 1.246543802E+00
1.468000E+12 3.162E+16 315 2.400E-4 1.300709062E+00 1.300845972E+00 1.250985514E+00 1.251648892E+00
2.154000E+12 3.162E+16 315 2.400E-4 1.301896789E+00 1.302558376E+00 1.261253760E+00 1.261322661E+00
3.162000E+12 3.162E+16 315 2.400E-4 1.309407608E+00 1.309466328E+00 1.262691165E+00 1.262725943E+00
4.642000E+12 3.162E+16 315 2.400E-4 1.310258937E+00 1.310298133E+00 1.263835812E+00 1.263917605E+00
6.813000E+12 3.162E+16 315 2.400E-4 1.314758787E+00 1.316033266E+00 1.272417085E+00 1.272466282E+00
1.000000E+13 3.162E+16 315 2.400E-4 1.324151783E+00 1.325143059E+00 1.253788949E+00 1.254121700E+00
1.000000E+10 3.162E+16 320 2.400E-4 1.255306115E+00 1.286669219E+00 1.200646106E+00 1.224423517E+00
1.468000E+10 3.162E+16 320 2.400E-4 1.264631599E+00 1.286760721E+00 1.207692492E+00 1.224917116E+00
2.154000E+10 3.162E+16 320 2.400E-4 1.271473115E+00 1.286892924E+00 1.213645939E+00 1.225615702E+00
3.162000E+10 3.162E+16 320 2.400E-4 1.276444483E+00 1.287082656E+00 1.218360975E+00 1.226589151E+00
4.642000E+10 3.162E+16 320 2.400E-4 1.280074282E+00 1.287352241E+00 1.222313439E+00 1.227916430E+00
6.813000E+10 3.162E+16 320 2.400E-4 1.282788905E+00 1.287729702E+00 1.225891907E+00 1.229673577E+00
1.000000E+11 3.162E+16 320 2.400E-4 1.284919818E+00 1.288248071E+00 1.229381584E+00 1.231911721E+00
1.468000E+11 3.162E+16 320 2.400E-4 1.286717738E+00 1.288940989E+00 1.232950689E+00 1.234629119E+00
2.154000E+11 3.162E+16 320 2.400E-4 1.288363475E+00 1.289834871E+00 1.236640246E+00 1.237744928E+00
3.162000E+11 3.162E+16 320 2.400E-4 1.289973092E+00 1.290937226E+00 1.240376306E+00 1.241099014E+00
4.642000E+11 3.162E+16 320 2.400E-4 1.291599121E+00 1.292224622E+00 1.244792291E+00 1.245029465E+00
6.813000E+11 3.162E+16 320 2.400E-4 1.293235732E+00 1.293638095E+00 1.248192741E+00 1.248828405E+00
1.000000E+12 3.162E+16 320 2.400E-4 1.294834803E+00 1.295092202E+00 1.251582294E+00 1.251887228E+00
1.468000E+12 3.162E+16 320 2.400E-4 1.296579502E+00 1.296739591E+00 1.253731671E+00 1.253866517E+00
2.154000E+12 3.162E+16 320 2.400E-4 1.307596656E+00 1.308666103E+00 1.255625366E+00 1.255709106E+00
3.162000E+12 3.162E+16 320 2.400E-4 1.309741969E+00 1.309814687E+00 1.267215685E+00 1.267708413E+00
4.642000E+12 3.162E+16 320 2.400E-4 1.317200735E+00 1.317250506E+00 1.270184806E+00 1.270185520E+00
6.813000E+12 3.162E+16 320 2.400E-4 1.318178454E+00 1.318211954E+00 1.271521899E+00 1.271584806E+00
1.000000E+13 3.162E+16 320 2.400E-4 1.318937158E+00 1.318965658E+00 1.280249404E+00 1.280209764E+00
1.000000E+10 3.162E+16 325 2.400E-4 1.251722638E+00 1.289720205E+00 1.201083626E+00 1.224261994E+00
1.468000E+10 3.162E+16 325 2.400E-4 1.262818019E+00 1.289837138E+00 1.205427744E+00 1.224796908E+00
2.154000E+10 3.162E+16 325 2.400E-4 1.271068919E+00 1.290006050E+00 1.211168953E+00 1.225556619E+00
3.162000E+10 3.162E+16 325 2.400E-4 1.277126730E+00 1.290248469E+00 1.216675073E+00 1.226620021E+00
4.642000E+10 3.162E+16 325 2.400E-4 1.281586173E+00 1.290592958E+00 1.221272201E+00 1.006725156E+00
6.813000E+10 3.162E+16 325 2.400E-4 1.284944730E+00 1.291075469E+00 1.225408969E+00 1.230026072E+00
1.000000E+11 3.162E+16 325 2.400E-4 1.287598912E+00 1.291738187E+00 1.229428562E+00 1.232534212E+00
1.468000E+11 3.162E+16 325 2.400E-4 1.289853422E+00 1.292624488E+00 1.233548375E+00 1.235620176E+00
2.154000E+11 3.162E+16 325 2.400E-4 1.291930741E+00 1.293768739E+00 1.237842934E+00 1.239214508E+00
3.162000E+11 3.162E+16 325 2.400E-4 1.293974187E+00 1.295181346E+00 1.242247918E+00 1.243150242E+00
4.642000E+11 3.162E+16 325 2.400E-4 1.296048781E+00 1.296833876E+00 1.247903201E+00 1.248139271E+00
6.813000E+11 3.162E+16 325 2.400E-4 1.298146030E+00 1.298652333E+00 1.252098922E+00 1.252827963E+00
1.000000E+12 3.162E+16 325 2.400E-4 1.300203588E+00 1.300528213E+00 1.256271886E+00 1.256678973E+00
1.468000E+12 3.162E+16 325 2.400E-4 1.302456467E+00 1.302661137E+00 1.258228101E+00 1.258403527E+00
2.154000E+12 3.162E+16 325 2.400E-4 1.304337738E+00 1.304468991E+00 1.260968816E+00 1.261076422E+00
3.162000E+12 3.162E+16 325 2.400E-4 1.308847245E+00 1.310133647E+00 1.263220001E+00 1.263286899E+00
4.642000E+12 3.162E+16 325 2.400E-4 1.317124354E+00 1.317203481E+00 1.271744977E+00 1.272150838E+00
