X Y Yfit
2.1560000E-1 -4.5980000E+0 -1.9899328E-1
2.1760000E-1 -4.9400000E+0 -1.9658276E-1
2.1960000E-1 -4.9350000E+0 -1.9406165E-1
2.2160000E-1 -4.5520000E+0 -1.9143198E-1
2.2360000E-1 -3.8830000E+0 -1.8869569E-1
2.2560000E-1 -3.0270000E+0 -1.8585469E-1
2.2760000E-1 -2.0860000E+0 -1.8291081E-1
2.2960000E-1 -1.1580000E+0 -1.7986586E-1
2.3160000E-1 -3.2750000E-1 -1.7672159E-1
2.3360000E-1 3.8640000E-1 -1.7347971E-1
2.3560000E-1 9.7750000E-1 -1.7014189E-1
2.3760000E-1 1.4400000E+0 -1.6670974E-1
2.3960000E-1 1.7690000E+0 -1.6318486E-1
2.4160000E-1 1.9760000E+0 -1.5956877E-1
2.4360000E-1 2.0910000E+0 -1.5586298E-1
2.4560000E-1 2.1420000E+0 -1.5206897E-1
2.4760000E-1 2.1560000E+0 -1.4818816E-1
2.4960000E-1 2.1610000E+0 -1.4422195E-1
2.5160000E-1 2.1510000E+0 -1.4017169E-1
2.5360000E-1 2.0990000E+0 -1.3603874E-1
2.5560000E-1 1.9770000E+0 -1.3182437E-1
2.5760000E-1 1.7550000E+0 -1.2752986E-1
2.5960000E-1 1.4060000E+0 -1.2315645E-1
2.6160000E-1 9.2970000E-1 -1.1870536E-1
2.6360000E-1 3.5570000E-1 -1.1417776E-1
2.6560000E-1 -2.8430000E-1 -1.0957481E-1
2.6760000E-1 -9.5870000E-1 -1.0489764E-1
2.6960000E-1 -1.6360000E+0 -1.0014737E-1
2.7160000E-1 -2.2880000E+0 -9.5325054E-2
2.7360000E-1 -2.8900000E+0 -9.0431767E-2
2.7560000E-1 -3.4190000E+0 -8.5468540E-2
2.7760000E-1 -3.8500000E+0 -8.0436383E-2
2.7960000E-1 -4.1600000E+0 -7.5336285E-2
2.8160000E-1 -4.3320000E+0 -7.0169216E-2
2.8360000E-1 -4.3520000E+0 -6.4936124E-2
2.8560000E-1 -4.2080000E+0 -5.9637936E-2
2.8760000E-1 -3.8860000E+0 -5.4275561E-2
2.8960000E-1 -3.3750000E+0 -4.8849889E-2
2.9160000E-1 -2.6720000E+0 -4.3361790E-2
2.9360000E-1 -1.8220000E+0 -3.7812119E-2
2.9560000E-1 -8.8260000E-1 -3.2201710E-2
2.9760000E-1 8.8620000E-2 -2.6531385E-2
2.9960000E-1 1.0350000E+0 -2.0801944E-2
3.0160000E-1 1.8980000E+0 -1.5014175E-2
3.0360000E-1 2.6190000E+0 -9.1688490E-3
3.0560000E-1 3.1410000E+0 -3.2667213E-3
3.0760000E-1 3.4050000E+0 2.6914667E-3
3.0960000E-1 3.3630000E+0 8.7049884E-3
3.1160000E-1 3.0480000E+0 1.4773131E-2
3.1360000E-1 2.5400000E+0 2.0895196E-2
3.1560000E-1 1.9150000E+0 2.7070498E-2
3.1760000E-1 1.2510000E+0 3.3298363E-2
3.1960000E-1 6.2180000E-1 3.9578133E-2
3.2160000E-1 6.9220000E-2 4.5909159E-2
3.2360000E-1 -3.8190000E-1 5.2290806E-2
3.2560000E-1 -7.0720000E-1 5.8722450E-2
3.2760000E-1 -8.8190000E-1 6.5203478E-2
3.2960000E-1 -8.8460000E-1 7.1733291E-2
3.3160000E-1 -7.3760000E-1 7.8311296E-2
3.3360000E-1 -4.9800000E-1 8.4936916E-2
3.3560000E-1 -2.2380000E-1 9.1609579E-2
3.3760000E-1 2.6940000E-2 9.8328729E-2
3.3960000E-1 2.0260000E-1 1.0509381E-1
3.4160000E-1 2.9360000E-1 1.1190430E-1
3.4360000E-1 3.0740000E-1 1.1875965E-1
3.4560000E-1 2.5160000E-1 1.2565934E-1
3.4760000E-1 1.3350000E-1 1.3260287E-1
3.4960000E-1 -3.1430000E-2 1.3958973E-1
3.5160000E-1 -2.0980000E-1 1.4661943E-1
3.5360000E-1 -3.6550000E-1 1.5369148E-1
3.5560000E-1 -4.6220000E-1 1.6080540E-1
3.5760000E-1 -4.6440000E-1 1.6796072E-1
3.5960000E-1 -3.6410000E-1 1.7515699E-1
3.6160000E-1 -1.9000000E-1 1.8239374E-1
3.6360000E-1 2.6530000E-2 1.8967054E-1
3.6560000E-1 2.5400000E-1 1.9698694E-1
3.6760000E-1 4.6320000E-1 2.0434250E-1
3.6960000E-1 6.4370000E-1 2.1173681E-1
3.7160000E-1 7.9460000E-1 2.1916945E-1
3.7360000E-1 9.1520000E-1 2.2664000E-1
3.7560000E-1 1.0050000E+0 2.3414806E-1
3.7760000E-1 1.0670000E+0 2.4169323E-1
3.7960000E-1 1.1080000E+0 2.4927513E-1
3.8160000E-1 1.1350000E+0 2.5689335E-1
3.8360000E-1 1.1540000E+0 2.6454753E-1
