T(K) Nd(cm-3) Mu(cm2/Vs)
442 2.87294E+17 3.87378E+2
228 7.21908E+17 4.83737E+2
300 2.31641E+17 5.72525E+2
490 9.19798E+17 2.74025E+2
286 8.36238E+16 8.47329E+2
356 2.35446E+18 2.80388E+2
349 1.29311E+13 1.00654E+3
429 2.37969E+15 6.69227E+2
322 4.25686E+15 1.12950E+3
365 2.48525E+14 9.21079E+2
322 1.37789E+13 1.18525E+3
470 3.42509E+16 5.12212E+2
375 4.23518E+17 4.00475E+2
319 4.39961E+13 1.20090E+3
359 1.01224E+15 9.41677E+2
