# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
10000000 10000
627 31300 199375 -359.675 -208.368 -98.7983
628 31350 199374 167.389 88.7864 70.1658
629 31400 199373 472.972 134.651 44.9751
630 31450 199372 290.437 16.691 -39.2761
631 31500 199371 77.7296 -88.681 -178.814
632 31550 199370 -227.281 -98.6793 -266.493
633 31600 199369 -203.682 81.6561 -101.171
634 31650 199368 -42.128 299.364 301.743
635 31700 199367 269.498 529.049 494.28
636 31750 199366 494.461 578.299 498.96
637 31800 199365 405.548 192.243 122.287
638 31850 199364 -134.018 -367.979 -418.446
639 31900 199363 -694.628 -874.947 -844.695
640 31950 199362 -1070.91 -989.907 -1039.77
641 32000 199361 -1174.08 -856.19 -848.295
642 32050 199360 -767.414 -358.762 -456.677
643 32100 199359 160.965 399.412 286.717
644 32150 199358 956.8 999.035 786.337
645 32200 199357 1199.24 1262.54 1107.87
646 32250 199356 1077.19 1111.36 1187.86
647 32300 199355 730.53 646.742 847.361
648 32350 199354 -190.967 97.5669 47.9668
649 32400 199353 -775.412 -336.437 -585.44
650 32450 199352 -895.146 -713.103 -696.151
651 32500 199351 -743.471 -613.217 -529.361
652 32550 199350 -300.504 -316.792 -373.24
653 32600 199349 61.5667 -277.539 -328.579
654 32650 199348 -43.2887 -368.702 -324.138
655 32700 199347 -218.162 -268.964 -374.844
656 32750 199346 -396.181 -319.624 -390.194
657 32800 199345 -248.024 -145.72 -229.572
658 32850 199344 -38.8624 188.809 39.16
659 32900 199343 262.009 372.922 153.899
660 32950 199342 413.607 394.059 237.358
661 33000 199341 511.995 275.987 383.529
662 33050 199340 392.568 153.505 370.268
663 33100 199339 214.726 -1.97918 154.55
664 33150 199338 -37.5076 -129.475 36.0619
665 33200 199337 -184.061 114.512 -69.3308
666 33250 199336 72.0904 513.632 229.497
667 33300 199335 459.588 666.318 479.013
668 33350 199334 663.256 504.001 449.613
669 33400 199333 420.09 57.1388 158.678
670 33450 199332 -12.3557 -371.103 -379.528
671 33500 199331 -687.147 -829.32 -760.528
672 33550 199330 -1064.3 -1104.17 -1149.46
673 33600 199329 -1168.57 -1017.97 -1030.8
674 33650 199328 -760.78 -455.193 -569.79
675 33700 199327 -179.426 -92.3207 -164.939
676 33750 199326 269.985 49.4632 148.345
677 33800 199325 638.228 180.629 364.246
678 33850 199324 688.661 250.507 400.341
679 33900 199323 637.381 434.426 473.774
680 33950 199322 619.088 409.363 362.372
681 34000 199321 463.073 231.798 203.076
682 34050 199320 423.141 360.761 146.206
683 34100 199319 397.588 352.497 151.487
684 34150 199318 266.175 306.61 191.616
685 34200 199317 -3.51956 51.5007 223.426
686 34250 199316 -133.86 -264.181 90.6812
687 34300 199315 -389.2 -307.686 -253.347
688 34350 199314 -364.038 -337.726 -371.124
689 34400 199313 -273.167 -340.801 -505.567
690 34450 199312 -0.0178706 -251.624 -268.813
691 34500 199311 368.312 -64.9457 -107.094
692 34550 199310 209.107 -15.8318 -63.0023
693 34600 199309 116.802 -51.2505 -48.5429
694 34650 199308 187.783 -121.967 20.8732
695 34700 199307 308.112 169.87 90.2443
696 34750 199306 243.587 337.905 218.08
697 34800 199305 141.91 458.507 129.297
698 34850 199304 -21.8704 186.849 -87.8105
699 34900 199303 -83.3153 -101.558 -29.0337
700 34950 199302 -99.3472 -343.645 -159.749
701 35000 199301 28.0917 -365.893 -110.213
702 35050 199300 164.86 -227.69 -278.492
703 35100 199299 226.389 126.712 -177.839
704 35150 199298 281.554 189.671 -141.508
705 35200 199297 151.504 184.794 -133.186
706 35250 199296 -35.5482 196.452 17.6362
707 35300 199295 -87.3377 193.603 183.307
708 35350 199294 43.7085 126.539 234.561
709 35400 199293 122.665 44.1314 217.745
710 35450 199292 418.938 -39.0708 163.907
711 35500 199291 382.829 -34.862 -145.948
712 35550 199290 101.752 -204.949 -445.343
713 35600 199289 -247.823 -375.231 -675.241
714 35650 199288 -315.314 -341.573 -497.514
715 35700 199287 -132.029 -283.227 -144.338
716 35750 199286 191.731 86.6239 214.235
717 35800 199285 362.47 469.96 439.365
718 35850 199284 525.55 749.391 731.466
719 35900 199283 541.391 905.629 810.325
720 35950 199282 219.136 591.839 379.232
721 36000 199281 -136.407 -157.236 -18.4733
722 36050 199280 -424.054 -626.57 -509.033
723 36100 199279 -601.872 -758.721 -690.766
724 36150 199278 -477.632 -658.633 -591.926
725 36200 199277 -162.05 -287.905 -385.682
726 36250 199276 348.647 72.2963 -77.6941
727 36300 199275 592.73 361.114 164.273
728 36350 199274 476.292 252.412 227.025
729 36400 199273 263.374 183.564 163.324
730 36450 199272 -127.413 28.5687 11.5431
731 36500 199271 -291.813 -312.77 -276.594
732 36550 199270 -194.428 -493.843 -402.497
733 36600 199269 -11.2601 -457.287 -361.898
734 36650 199268 55.748 -228.335 -279.793
735 36700 199267 120.031 -47.8857 -250.968
736 36750 199266 367.979 190.478 -0.892248
737 36800 199265 299.738 393.994 139.871
738 36850 199264 165.125 428.117 199.454
739 36900 199263 170.61 425.799 379.7
740 36950 199262 392.543 568.881 602.718
741 37000 199261 614.321 861.856 751.256
742 37050 199260 737.055 789.726 560.776
743 37100 199259 739.844 320.138 273.75
744 37150 199258 263.65 -350.04 -356.568
745 37200 199257 -722.81 -1175.04 -1139.5
746 37250 199256 -1354.08 -1476.59 -1629.97
747 37300 199255 -1358.61 -1348.85 -1522.43
748 37350 199254 -813.253 -824.526 -804.219
749 37400 199253 84.935 -41.3131 -10.0972
750 37450 199252 917.813 572.38 689.403
751 37500 199251 1376.54 898.524 896.976
752 37550 199250 1029.79 788.549 601.541
753 37600 199249 276.491 333.681 240.965
754 37650 199248 -345.68 -11.2319 -78.2616
755 37700 199247 -358.862 -260.815 -221.193
756 37750 199246 54.8327 -117.513 -58.338
757 37800 199245 427.967 104.003 228.17
758 37850 199244 708.093 442.127 370.125
759 37900 199243 602.79 366.972 227.219
760 37950 199242 278.549 46.5204 178.443
761 38000 199241 -45.4173 -270.739 -149.528
762 38050 199240 -487.821 -545.294 -620.264
763 38100 199239 -390.326 -414.541 -724.552
764 38150 199238 53.5066 -168.337 -426.15
765 38200 199237 305.846 -84.7648 -69.5909
766 38250 199236 413.075 -144.869 -10.6068
767 38300 199235 39.7544 -341.601 -322.174
768 38350 199234 -526.164 -488.699 -539.757
769 38400 199233 -667.565 -639.144 -678.201
770 38450 199232 -572.154 -387.898 -516.932
771 38500 199231 -32.2716 -29.8097 27.7252
772 38550 199230 653.135 602.739 637.51
773 38600 199229 1012.76 1019.32 958.094
774 38650 199228 1085.1 1035.03 854.763
775 38700 199227 687.706 618.734 337.708
776 38750 199226 130.166 -80.6942 -251.467
777 38800 199225 -396.27 -596.923 -694.971
778 38850 199224 -818.151 -838.554 -883.091
779 38900 199223 -861.115 -537.181 -778.813
780 38950 199222 -385.937 -134.228 -359.187
781 39000 199221 112.462 132.815 88.5447
782 39050 199220 451.759 167.464 304.056
783 39100 199219 556.337 127.754 136.342
784 39150 199218 309.171 -119.393 -302.695
785 39200 199217 6.54061 -375.39 -530.818
786 39250 199216 -71.5111 -159.552 -424.858
787 39300 199215 18.4056 213.968 -179.946
788 39350 199214 227.302 508.301 257.576
789 39400 199213 471.303 562.108 603.028
790 39450 199212 566.473 481.082 633.239
791 39500 199211 459.211 237.089 301.673
792 39550 199210 -84.1727 -107.171 -169.928
793 39600 199209 -406.438 -263.594 -352.226
794 39650 199208 -391.572 -212.67 -473.07
795 39700 199207 -118.502 -266.565 -347.549
796 39750 199206 205.157 -21.6258 -76.4196
797 39800 199205 351.447 4.56706 166.216
798 39850 199204 230.521 120.15 9.79927
799 39900 199203 155.35 -59.4066 -185.333
800 39950 199202 -73.0652 -177.425 -417.194
801 40000 199201 -266.684 -292.504 -361.832
802 40050 199200 -404.755 -214.391 -153.044
803 40100 199199 -297.523 -141.13 86.127
804 40150 199198 167.712 230.744 194.766
805 40200 199197 563.819 258.279 252.548
806 40250 199196 764.868 194.634 256.169
807 40300 199195 519.651 -115.761 -138.898
808 40350 199194 101.57 -256.14 -520.89
809 40400 199193 -139.817 -335.277 -577.958
810 40450 199192 -123.788 -39.1243 -144.64
811 40500 199191 139.536 420.722 367.918
812 40550 199190 266.216 757.271 776.906
813 40600 199189 352.681 798.998 899.384
814 40650 199188 456.13 630.822 589.927
815 40700 199187 267.918 186.513 127.359
816 40750 199186 25.3494 -362.39 -332.968
817 40800 199185 -251.863 -631.084 -420.83
818 40850 199184 -449.789 -790.579 -573.571
819 40900 199183 -534.134 -697.72 -499.072
820 40950 199182 -418.91 -528.456 -341.709
821 41000 199181 -149.103 -96.2942 -355.589
822 41050 199180 89.9696 175.016 -143.111
823 41100 199179 72.2339 140.84 69.7174
824 41150 199178 199.412 -36.2492 131.887
825 41200 199177 -73.8382 71.2086 251.768
826 41250 199176 -206.367 -111.273 33.0994
827 41300 199175 -264.996 -97.2264 -131.492
828 41350 199174 116.533 15.4104 60.915
829 41400 199173 445.102 171 202.085
830 41450 199172 515.053 152.979 166.707
831 41500 199171 500.499 184.56 162.254
832 41550 199170 364.102 397.344 220.644
833 41600 199169 235.975 445.103 353.682
834 41650 199168 177.152 413.241 553.806
835 41700 199167 79.6524 267.425 464.856
836 41750 199166 -20.581 184.117 280.342
837 41800 199165 -258.815 -64.1738 -13.0848
838 41850 199164 -443.686 -334.577 -302.266
839 41900 199163 -515.923 -666.027 -663.244
840 41950 199162 -504.88 -960.161 -823.928
841 42000 199161 -559.095 -964.638 -823.915
842 42050 199160 -629.59 -553.8 -494.847
843 42100 199159 -456.433 12.8168 -62.8643
844 42150 199158 14.5578 533.42 345.03
845 42200 199157 648.94 934.258 910.163
846 42250 199156 877.022 995.88 1035.52
847 42300 199155 739.76 763.208 864.478
848 42350 199154 464.037 472.449 471.192
849 42400 199153 63.5638 228.924 161.486
850 42450 199152 -354.95 -172.41 -243.386
851 42500 199151 -579.542 -443.602 -453.766
852 42550 199150 -635.885 -560.49 -610.445
853 42600 199149 -474.697 -484.938 -433.16
854 42650 199148 -233.254 -268.776 -353.852
855 42700 199147 -16.7086 -90.8399 -185.448
856 42750 199146 93.5025 12.4465 -55.7709
857 42800 199145 212.955 98.3721 60.2167
858 42850 199144 -4.33715 124.983 17.2308
859 42900 199143 -155.361 -10.0619 10.7055
860 42950 199142 -339.134 -198.367 -50.7738
861 43000 199141 -215.148 -286.077 -120.475
862 43050 199140 69.5305 -219.886 -58.8386
863 43100 199139 131.614 -10.3163 64.3032
864 43150 199138 189.156 235.538 139.019
865 43200 199137 153.547 555.428 259.592
866 43250 199136 128.779 663.793 379.082
867 43300 199135 14.1844 415.624 341.159
868 43350 199134 118.792 155.329 270.45
869 43400 199133 182.152 -21.315 73.5094
870 43450 199132 -48.4832 -120.57 -117.375
871 43500 199131 -353.772 -219.249 -454.245
872 43550 199130 -394.324 -383.822 -670.092
873 43600 199129 -589.926 -580.721 -764.123
874 43650 199128 -743.109 -677.728 -693.967
875 43700 199127 -558.039 -537.021 -560.705
876 43750 199126 -331.028 -424.396 -321.766
877 43800 199125 -26.6496 -120.141 -65.8236
878 43850 199124 583.814 410.706 481.588
879 43900 199123 1003.42 803.468 687.149
880 43950 199122 1141.72 771.73 496.311
881 44000 199121 812.911 627.829 153.356
882 44050 199120 102.074 200.181 -83.9294
883 44100 199119 -349.513 -186.422 -165.706
884 44150 199118 -584.621 -406.768 -201.273
885 44200 199117 -360.329 -237.675 -148.957
886 44250 199116 -225.902 37.6159 -10.6185
887 44300 199115 190.344 204.503 48.5449
888 44350 199114 273.954 81.9069 47.444
889 44400 199113 112.588 -21.4522 -16.2997
890 44450 199112 -4.95935 -258.677 -177.669
891 44500 199111 -165.838 -351.703 -237.857
892 44550 199110 -261.218 -400.885 -331.292
893 44600 199109 -255.264 -343.441 -307.59
894 44650 199108 -13.3564 -307.653 -127.846
895 44700 199107 170.823 -274.039 -83.1477
896 44750 199106 80.0594 -51.3089 -26.7774
897 44800 199105 -27.2346 -80.6287 -157.704
898 44850 199104 -105.319 -154.796 -229.802
899 44900 199103 -138.231 -321.54 -124.001
900 44950 199102 -193.026 -444.301 -35.3364
901 45000 199101 61.364 -266.133 -12.4774
902 45050 199100 578.171 185.635 164.634
903 45100 199099 744.128 484.417 188.022
904 45150 199098 626.301 517.021 175.643
905 45200 199097 229.449 232.492 59.6983
906 45250 199096 -138.128 -115.16 127.755
907 45300 199095 -384.29 -247.969 158.944
908 45350 199094 -293.503 -202.328 126.181
909 45400 199093 -35.5227 -36.6984 287.334
910 45450 199092 303.764 58.9551 276.208
911 45500 199091 229.57 -75.9257 170.294
912 45550 199090 258.962 -372.723 -135.252
913 45600 199089 128.291 -618.622 -332.512
914 45650 199088 -290.595 -775.435 -696.199
915 45700 199087 -519.712 -770.092 -684.744
916 45750 199086 -603.888 -532.624 -362.456
917 45800 199085 -536.501 -185.429 -21.9965
918 45850 199084 -15.9736 170.917 328.162
919 45900 199083 418.319 347.685 481.146
920 45950 199082 571.35 263.847 654.546
921 46000 199081 358.285 79.2532 451.331
922 46050 199080 79.5334 -173.953 -9.08602
923 46100 199079 -185.326 -363.804 -197.79
924 46150 199078 -77.1552 -409.944 -70.6669
925 46200 199077 215.023 -154.222 45.5106
926 46250 199076 456.044 262.142 258.433
927 46300 199075 609.432 520.872 480.439
928 46350 199074 372.209 305.614 323.974
929 46400 199073 83.7737 -28.7426 115.495
930 46450 199072 -323.023 -586.523 -138.6
931 46500 199071 -694.636 -848.504 -448.149
932 46550 199070 -693.998 -766.747 -460.806
933 46600 199069 -448.793 -595.411 -352.276
934 46650 199068 -54.2686 -248.17 -67.9409
935 46700 199067 498.248 -86.9801 17.927
936 46750 199066 548.169 -0.301124 54.3222
937 46800 199065 344.557 31.0833 172.035
938 46850 199064 110.057 33.1502 109.222
939 46900 199063 14.5098 288.659 450.325
940 46950 199062 229.342 692.973 980.999
941 47000 199061 486.08 940.343 1203.79
942 47050 199060 727.186 808.711 1089.37
943 47100 199059 574.064 222.561 640.185
944 47150 199058 69.8184 -533.383 -268.097
945 47200 199057 -596.043 -1135.94 -852.954
946 47250 199056 -890.165 -1538.64 -1137.22
947 47300 199055 -1031.68 -1216.24 -961.865
948 47350 199054 -701.124 -679.957 -484.308
949 47400 199053 -103.658 -20.0438 124.52
950 47450 199052 505.147 505.451 532.783
951 47500 199051 697.391 510.68 556.029
952 47550 199050 661.376 339.045 494.861
953 47600 199049 472.532 122.422 395.44
954 47650 199048 133.278 -44.6503 158.382
955 47700 199047 -245.706 -135.946 46.8781
956 47750 199046 -153.898 4.50017 212.727
957 47800 199045 197.762 128.793 285.729
958 47850 199044 512.765 248.017 397.646
959 47900 199043 661.485 219.748 391.563
960 47950 199042 548.287 331.8 157.104
961 48000 199041 167.406 214.355 -42.0731
962 48050 199040 -270.418 -90.9227 -76.3428
963 48100 199039 -345.331 -284.789 -116.791
964 48150 199038 -367.447 -264.679 -1.81751
965 48200 199037 -242.275 -314.236 -118.894
966 48250 199036 -420.242 -421.168 -312.889
967 48300 199035 -370.534 -695.722 -505.683
968 48350 199034 -449.984 -852.648 -777.465
969 48400 199033 -398.877 -883.951 -800.311
970 48450 199032 -187.385 -581.509 -454.103
971 48500 199031 151.661 35.4745 126.921
972 48550 199030 698.809 598.894 736.296
973 48600 199029 924.474 855.154 1052.07
974 48650 199028 954.796 812.081 962.978
975 48700 199027 688.216 585.842 633.991
976 48750 199026 494.516 189.475 34.2406
977 48800 199025 24.5189 -387.985 -480.123
978 48850 199024 -428.944 -554.127 -664.144
979 48900 199023 -675.718 -493.883 -628.475
980 48950 199022 -728.479 -201.586 -128.696
981 49000 199021 -451.251 -86.9011 181.597
982 49050 199020 87.5776 78.4251 302.043
983 49100 199019 439.149 130.103 92.6214
984 49150 199018 491.274 -50.0679 -129.31
985 49200 199017 279.583 -90.2526 -278.969
986 49250 199016 227.046 -126.642 -207.81
987 49300 199015 -79.1324 -88.9853 -130.396
988 49350 199014 -327.587 27.8337 17.5982
989 49400 199013 -363.997 -60.9063 132.359
990 49450 199012 -258.205 -219.517 -16.5059
991 49500 199011 -144.515 -331.29 -281.057
992 49550 199010 -162.392 -295.067 -272.91
993 49600 199009 -14.507 -103.017 -248.713
994 49650 199008 72.1239 156.278 -197.997
995 49700 199007 163.15 256.447 133.708
996 49750 199006 262.992 224.166 300.09
997 49800 199005 306.157 122.429 387.65
998 49850 199004 365.125 171.823 274.986
999 49900 199003 237.12 144.323 -53.4392
1000 49950 199002 -11.7591 -11.3939 -305.714
1001 50000 199001 -226.84 -126.544 -334.342
1002 50050 199000 -182.563 -73.8333 -123.329
1003 50100 198999 -130.145 -36.1687 58.1759
1004 50150 198998 -163.885 -38.5955 292.827
1005 50200 198997 -15.8025 -25.5654 52.2424
1006 50250 198996 67.0935 -208.88 -212.988
1007 50300 198995 165.561 -267.011 -523.153
1008 50350 198994 235.656 -260.805 -499.894
1009 50400 198993 46.875 -90.6972 -370.406
1010 50450 198992 0.578555 111.503 -85.8278
1011 50500 198991 -82.0722 242.988 152.682
1012 50550 198990 -240.455 247.158 339.967
1013 50600 198989 -170.659 134.464 397.944
1014 50650 198988 -215.078 160.804 339.198
1015 50700 198987 -25.5575 42.778 46.6703
1016 50750 198986 62.3036 -41.9752 -87.6129
1017 50800 198985 239.262 -149.969 -125.122
1018 50850 198984 266.233 -164.149 -153.596
1019 50900 198983 89.388 -228.365 -316.465
1020 50950 198982 -158.733 -273.764 -363.994
1021 51000 198981 -233.034 -312.378 -383.659
1022 51050 198980 -221.749 -174.133 -181.911
1023 51100 198979 -173.822 -291.244 -120.526
1024 51150 198978 -16.4955 -103.336 -228.241
1025 51200 198977 -40.9662 27.8777 -194.824
1026 51250 198976 -96.7123 14.0443 -207.841
1027 51300 198975 -171.57 -72.6239 -89.9822
1028 51350 198974 -173.149 -267.05 -108.423
1029 51400 198973 -257.519 -223.251 -169.31
1030 51450 198972 143.816 -34.8632 50.4836
1031 51500 198971 564.49 321.408 100.528
1032 51550 198970 824.488 662.632 386.764
1033 51600 198969 762.359 979.478 466.895
1034 51650 198968 440.522 921.181 504.893
1035 51700 198967 -41.7613 454.048 428.586
1036 51750 198966 -354.122 108.07 254.873
1037 51800 198965 -538.173 -243.375 -1.04059
1038 51850 198964 -596.096 -676.655 -548.145
1039 51900 198963 -517.413 -1007.34 -983.638
1040 51950 198962 -470.27 -1030.64 -1052.66
1041 52000 198961 -329.448 -891.847 -1023.12
1042 52050 198960 -281.181 -606.307 -899.359
1043 52100 198959 -342.4 -425.26 -546.338
1044 52150 198958 -275.997 -3.80516 -73.5347
1045 52200 198957 136.456 441.749 432.609
1046 52250 198956 605.055 705.276 782.047
1047 52300 198955 907.95 791.991 783.015
1048 52350 198954 838.822 647.416 548.091
1049 52400 198953 554.982 352.883 200.917
1050 52450 198952 157.327 82.9802 -137.899
1051 52500 198951 -206.291 -221.979 -483.267
1052 52550 198950 -463.082 -348.065 -383.959
1053 52600 198949 -133.232 -273.313 -258.066
1054 52650 198948 100.808 -33.8982 -34.4392
1055 52700 198947 207.496 97.7653 7.44039
1056 52750 198946 220.063 382.876 36.1301
1057 52800 198945 312.512 398.069 -90.9698
1058 52850 198944 124.455 86.0743 -163.38
1059 52900 198943 -270.785 -195.697 -278.22
1060 52950 198942 -513.968 -553.386 -515.607
1061 53000 198941 -704.485 -643.318 -507.286
1062 53050 198940 -369.261 -602.683 -276.621
1063 53100 198939 -65.2878 -257.844 -167.892
1064 53150 198938 318.333 109.724 26.721
1065 53200 198937 537.68 445.654 48.2878
1066 53250 198936 420.603 450.438 225.746
1067 53300 198935 251.181 515.908 362.931
1068 53350 198934 199.962 362.277 467.08
1069 53400 198933 211.557 426.551 523.177
1070 53450 198932 307.595 329.491 532.451
1071 53500 198931 218.676 164.844 274.832
1072 53550 198930 -50.4239 -314.879 -133.141
1073 53600 198929 -377.555 -603.279 -722.286
1074 53650 198928 -669.94 -808.466 -906.346
1075 53700 198927 -612.487 -708.022 -782.633
