T(K) Nd(cm-3) Mu(cm2/Vs)
312 1.00837E+13 2.68383E+9
490 1.58379E+17 1.01836E+6
223 3.67740E+15 1.60165E+13
388 2.95808E+15 3.84072E+7
374 1.24657E+14 7.28029E+7
229 3.24120E+18 6.85398E+12
267 1.81647E+17 1.06822E+11
254 2.25375E+18 3.63061E+11
322 1.22959E+13 1.32034E+9
357 2.27227E+15 1.71337E+8
308 2.97597E+16 3.48638E+9
236 3.59061E+13 2.93709E+12
404 1.42976E+15 1.87442E+7
277 1.10946E+17 4.32181E+10
433 4.68203E+13 6.16503E+6
217 3.67568E+14 3.40803E+13
335 1.29859E+16 6.06033E+8
222 8.47531E+18 1.87458E+13
257 1.39543E+18 2.80752E+11
361 2.85299E+13 1.40633E+8
494 1.39444E+14 9.04070E+5
285 1.19177E+13 2.06448E+10
393 8.30643E+14 2.99149E+7
330 1.75621E+17 8.29581E+8
217 7.39360E+18 3.66624E+13
289 2.13665E+17 1.49666E+10
418 1.03505E+13 1.09416E+7
255 4.35109E+18 3.47952E+11
380 6.38958E+15 5.60731E+7
498 5.30827E+14 7.99281E+5
223 1.24086E+13 1.54369E+13
446 1.38673E+15 3.86887E+6
376 1.59494E+18 6.51213E+7
479 1.97014E+13 1.37520E+6
270 3.01696E+14 8.11142E+10
449 3.52261E+16 3.53696E+6
292 1.76219E+14 1.15576E+10
301 1.75086E+16 5.99882E+9
430 3.56780E+13 6.86775E+6
440 6.25277E+16 4.83422E+6
469 4.36217E+13 1.89202E+6
481 3.15586E+16 1.30833E+6
427 3.29369E+17 7.79781E+6
471 1.66538E+14 1.73326E+6
263 3.66395E+13 1.57097E+11
375 4.35320E+15 7.02662E+7
362 3.55607E+13 1.31550E+8
257 1.43683E+14 2.76283E+11
201 1.01633E+16 4.03515E+14
409 1.54389E+13 1.56538E+7
446 2.07703E+13 3.95859E+6
402 8.48332E+13 2.10286E+7
328 2.96624E+18 9.49680E+8
356 1.99621E+14 1.78189E+8
212 7.35256E+16 7.88868E+13
275 1.63566E+18 5.08864E+10
442 1.14755E+14 4.53018E+6
259 6.32968E+13 2.15784E+11
232 7.96118E+15 4.94750E+12
328 6.07649E+18 9.24973E+8
436 8.39655E+18 5.51945E+6
392 4.18681E+16 3.20214E+7
322 2.64423E+18 1.34223E+9
457 4.11859E+16 2.76174E+6
423 1.27551E+13 8.98154E+6
268 3.92786E+16 9.65028E+10
244 5.61557E+16 1.14661E+12
404 2.38240E+14 1.92667E+7
356 5.47199E+16 1.77979E+8
293 4.25734E+17 1.05358E+10
496 8.19463E+18 8.58901E+5
409 1.98376E+15 1.52876E+7
349 4.26855E+13 2.64725E+8
363 1.84945E+13 1.28153E+8
203 2.67785E+17 3.18738E+14
303 2.50324E+16 5.16273E+9
481 1.67142E+16 1.30021E+6
496 4.00989E+14 8.46057E+5
498 2.70140E+15 8.14033E+5
339 1.29106E+14 4.84632E+8
403 8.35209E+13 1.98041E+7
224 3.87709E+18 1.28409E+13
496 1.62269E+14 8.58482E+5
477 1.83051E+16 1.48326E+6
234 6.35190E+14 3.71036E+12
314 5.08020E+18 2.32018E+9
264 1.22864E+16 1.39582E+11
205 2.76222E+18 2.06131E+14
351 4.96824E+18 2.33359E+8
239 1.04802E+16 1.93586E+12
284 5.06758E+18 2.36140E+10
410 5.41124E+16 1.49222E+7
376 4.38342E+17 6.47731E+7
396 4.02959E+18 2.70662E+7
407 4.43065E+18 1.70224E+7
382 6.86552E+14 4.89277E+7
352 5.27485E+17 2.29567E+8
358 2.20197E+17 1.66065E+8
407 3.00975E+18 1.71271E+7
477 3.54284E+13 1.44709E+6
214 1.85893E+16 5.81864E+13
381 1.25896E+16 5.13918E+7
321 1.36028E+13 1.44164E+9
210 4.29090E+18 9.65972E+13
258 2.79421E+18 2.48193E+11
449 1.90272E+14 3.54895E+6
291 4.81346E+15 1.27613E+10
500 1.11950E+13 7.71705E+5
200 1.60302E+15 4.81562E+14
459 5.55552E+13 2.56580E+6
491 3.00821E+14 9.77163E+5
453 3.77009E+13 3.05746E+6
428 4.14501E+18 7.52935E+6
358 1.32423E+14 1.62424E+8
255 4.74894E+17 3.34917E+11
399 6.24038E+13 2.32077E+7
347 3.83493E+16 2.91864E+8
220 2.98442E+14 2.42742E+13
296 1.34707E+17 8.84453E+9
357 2.83569E+17 1.71201E+8
427 8.18314E+14 7.73947E+6
262 2.26899E+15 1.62470E+11
216 4.51802E+15 4.30952E+13
258 1.58642E+18 2.56380E+11
429 6.03772E+16 7.28967E+6
215 1.70502E+15 4.46971E+13
316 4.81107E+15 2.07365E+9
403 5.10689E+15 1.98388E+7
438 3.64827E+17 5.21079E+6
427 1.92577E+13 7.81150E+6
494 1.86422E+17 9.06853E+5
371 1.41829E+14 8.38823E+7
486 1.08810E+15 1.13575E+6
214 3.86818E+18 5.52264E+13
439 3.18944E+13 4.94089E+6
265 1.19300E+15 1.19880E+11
264 9.38438E+16 1.35308E+11
361 4.52123E+17 1.41068E+8
221 1.82058E+13 1.92484E+13
406 4.32483E+16 1.71902E+7
436 1.20718E+16 5.56882E+6
456 2.34546E+14 2.83183E+6
369 2.27585E+13 9.29125E+7
368 1.59960E+13 9.70904E+7
438 2.25938E+16 5.22447E+6
375 1.91923E+16 6.86850E+7
248 1.17502E+16 7.41062E+11
358 2.31404E+13 1.63825E+8
277 5.78143E+14 3.99181E+10
210 1.94439E+15 9.65113E+13
427 1.06500E+14 7.61162E+6
440 1.87623E+16 4.78877E+6
325 2.21150E+16 1.14652E+9
437 4.75243E+16 5.34589E+6
345 3.01950E+14 3.27018E+8
304 2.49983E+18 4.86281E+9
296 4.60837E+16 8.88781E+9
232 3.61348E+14 4.98066E+12
263 8.82348E+18 1.48834E+11
472 4.26176E+14 1.69019E+6
431 4.31598E+17 6.57458E+6
227 4.60974E+15 9.10958E+12
316 1.69358E+18 1.97870E+9
461 5.91757E+17 2.41597E+6
370 5.46555E+16 8.98860E+7
415 3.33632E+15 1.19710E+7
258 6.52832E+14 2.41661E+11
473 2.54186E+18 1.66716E+6
211 3.92179E+17 8.19076E+13
395 1.03235E+17 2.84706E+7
499 4.36075E+18 7.94046E+5
343 1.32504E+17 3.74273E+8
479 8.43051E+13 1.38346E+6
455 1.93322E+13 2.89636E+6
233 1.71438E+16 3.95495E+12
224 1.39417E+15 1.29905E+13
371 7.77951E+18 8.46574E+7
216 1.16451E+13 4.40512E+13
472 1.75426E+15 1.70450E+6
316 2.03209E+17 1.99795E+9
308 6.09538E+13 3.42528E+9
498 2.13448E+18 8.15763E+5
254 2.11018E+14 3.63546E+11
240 2.68245E+17 1.81947E+12
376 1.33742E+14 6.65820E+7
347 2.25298E+14 2.91741E+8
465 2.56022E+18 2.11407E+6
455 1.09311E+14 2.95124E+6
356 1.29450E+13 1.83197E+8
300 1.38196E+14 6.45146E+9
239 2.25256E+15 2.12718E+12
319 3.17221E+14 1.63400E+9
457 2.82458E+18 2.69301E+6
486 1.67559E+13 1.12969E+6
361 9.05676E+15 1.43634E+8
297 3.15051E+15 7.90329E+9
338 3.71038E+14 5.12553E+8
485 6.90137E+16 1.15106E+6
461 2.27985E+13 2.39794E+6
205 7.82487E+13 2.29322E+14
318 1.56409E+18 1.72974E+9
321 2.98007E+13 1.43861E+9
202 6.29541E+17 3.38827E+14
404 9.34752E+17 1.90861E+7
295 2.03914E+17 9.39850E+9
500 6.30266E+14 7.65863E+5
261 5.95964E+16 1.89499E+11
238 1.11598E+17 2.23938E+12
240 3.07737E+15 1.82630E+12
494 9.22882E+17 9.02461E+5
401 3.56664E+16 2.12504E+7
312 2.90950E+17 2.62534E+9
500 3.98034E+13 7.63791E+5
468 1.89683E+16 1.90254E+6
347 1.15163E+15 2.96451E+8
216 8.78588E+18 3.93872E+13
387 7.80605E+18 3.95265E+7
252 1.78854E+16 4.72479E+11
442 1.47398E+14 4.54958E+6
393 2.16554E+15 3.06934E+7
463 2.81061E+15 2.27321E+6
351 1.08661E+13 2.44639E+8
306 2.08625E+17 4.14306E+9
348 5.29501E+13 2.84385E+8
416 1.04586E+16 1.17338E+7
206 1.62263E+14 1.83852E+14
